Stimulus,Emg1,Emg2,Emg3,Emg4,Emg5,Emg6,Emg7,Emg8
5,-4,15,1,-16,-12,5,-11,-6
5,-17,-10,-52,-1,-7,27,12,-2
5,11,22,39,40,45,15,9,9
5,0,-12,-35,-33,-13,-29,-11,2
5,6,6,-32,-20,-25,-32,-16,-5
5,19,18,55,4,16,66,41,16
5,-20,8,25,45,30,-4,-2,0
5,-6,-44,-77,-31,-12,22,15,-11
5,24,-80,-25,14,5,23,15,-2
5,-34,51,23,-16,-5,-17,0,6
5,1,6,1,-18,-34,24,12,-4
5,17,26,23,31,24,3,-1,4
5,-31,3,72,38,32,11,7,-2
5,13,-24,-23,-14,-17,-27,-22,-13
5,1,20,15,-5,-7,-37,-16,0
5,-23,-17,-68,-19,27,-6,-6,-3
5,-16,23,30,9,-7,-12,-6,-9
5,12,-28,-68,-25,-18,-13,-9,-1
5,12,-27,12,20,26,12,18,9
5,-11,38,23,-60,-39,-13,-11,-1
5,-2,13,-49,-5,15,-31,-28,-3
5,5,1,28,-31,-32,-35,-10,3
5,11,-10,-79,37,41,80,35,3
5,-9,-52,-34,-16,24,-10,12,-3
5,13,3,40,-49,-24,15,-1,7
5,-11,37,-10,9,35,-57,-43,-2
5,1,14,0,-35,-50,-92,-49,-4
5,-1,-6,52,37,-11,115,77,17
5,11,-42,-101,-84,-18,-32,4,-9
5,4,-15,16,49,42,51,17,-2
5,-3,22,-8,-48,-20,-29,8,2
5,-26,50,55,37,12,-43,-43,-12
5,12,-35,-9,4,-30,-19,-2,3
5,-11,-21,-18,-23,-26,14,5,-11
5,11,15,28,-19,21,-5,-18,-5
5,16,6,37,-4,-19,-4,-11,-1
5,-11,16,-8,45,31,27,18,4
5,12,20,40,8,4,-85,-35,3
5,-25,-23,7,-3,-37,83,21,-18
5,25,-6,13,13,22,-53,-39,4
5,-23,-12,-17,-23,-1,34,9,-26
5,14,0,-2,24,16,2,-2,6
5,-20,-25,-23,24,-8,-57,-25,-13
5,6,-12,-27,12,4,87,49,13
5,-8,25,18,27,-4,-47,-19,-7
5,-4,-11,-12,5,8,27,20,5
5,-7,-17,-45,-13,-27,-18,-19,-12
5,-5,-31,-70,15,29,-21,-26,-10
5,4,15,-15,5,-5,-12,-3,9
5,25,-20,8,-6,-9,11,11,6
5,14,-6,0,-4,24,6,9,16
5,-2,-22,-7,-12,-18,-17,1,-4
5,-3,4,-45,-58,-33,12,4,-1
5,-17,-16,-12,15,6,8,-8,-16
5,10,14,47,23,-15,-37,-1,11
5,-2,33,43,14,0,-6,-5,2
5,10,-40,-46,7,17,44,23,4
5,-5,6,37,6,12,24,21,6
5,14,6,7,20,19,42,27,18
5,-17,-24,-10,-32,-29,-15,-28,-28
5,6,2,35,25,5,-50,-19,6
5,-5,6,-35,-46,-12,21,14,3
5,0,-20,-17,9,0,-23,-12,-3
5,14,18,46,21,6,30,18,11
5,-11,27,38,44,15,1,-11,0
5,-4,-4,-13,-43,-41,-48,-33,-17
5,-14,-4,13,2,4,3,6,3
5,14,-3,40,-4,3,25,13,6
5,6,10,27,-6,3,2,9,5
5,-10,-1,7,28,7,-4,-2,2
5,-9,-30,-8,-31,-11,29,18,-11
5,-7,15,8,-8,-17,-29,1,-1
5,13,-7,1,28,5,-6,-10,-1
5,-2,1,12,11,17,49,21,7
5,-6,-30,-35,-1,-6,-31,-31,-14
5,-4,17,16,10,0,19,12,2
5,10,22,51,-6,14,25,8,13
5,-5,-26,-25,-18,-15,-14,-3,-8
5,2,16,19,26,13,8,5,-3
5,-6,14,6,-11,-14,-25,2,-3
5,-4,-2,-57,-38,-13,1,-9,-9
5,-3,15,51,38,12,-2,2,-1
5,2,-4,11,17,0,-11,-21,-1
5,3,0,-17,-1,-1,-5,6,5
5,-13,-3,-5,24,-6,21,17,-1
5,0,-15,5,-23,-24,-8,-11,-7
5,11,3,-3,10,30,-15,2,7
5,-16,1,-19,-10,-4,23,-4,-4
5,1,-24,-35,5,11,-27,-26,-5
5,16,-14,-20,-12,-12,23,22,6
5,-7,7,7,11,2,14,15,-8
5,15,-15,-29,-19,-7,-60,-25,13
5,-16,10,29,-4,-3,62,33,-26
5,12,4,8,31,13,-29,-16,-6
5,-14,16,0,-13,-23,7,-18,3
5,6,24,15,24,15,-12,-18,-10
5,-24,-34,-34,-13,-10,-8,2,-5
5,3,33,-13,2,4,-10,-4,11
5,-6,7,36,-4,0,15,3,-18
5,13,-10,12,-13,-18,-23,-8,-2
5,-4,-7,-5,-16,2,12,-1,5
5,-11,24,15,-6,-19,-19,-8,-3
5,4,-33,-77,-16,11,-17,9,6
5,-16,-2,37,19,20,47,14,-6
5,8,-7,-2,-12,-19,-29,-15,-1
5,-1,11,23,-8,7,-17,-1,3
5,1,-15,-14,-1,4,46,16,1
5,0,-15,-8,3,4,-20,-15,-5
5,6,-41,-53,-18,3,-34,-13,7
5,-14,13,-7,14,17,66,43,13
5,4,32,17,-9,-13,-11,-2,5
5,-4,5,-3,2,-6,13,1,-8
5,-2,7,13,23,14,3,11,4
5,-9,-7,-15,-16,-20,-53,-35,-11
5,7,7,9,-10,3,-16,-12,8
5,8,-19,-40,-35,1,32,25,10
5,11,65,93,51,7,-10,-13,-5
5,-4,-54,-19,-24,-7,-7,-15,-21
5,-1,5,-34,-5,-13,-6,7,11
5,-8,-24,-27,13,1,-25,-17,-3
5,12,18,14,8,27,23,19,11
5,-5,-25,-13,-16,-14,-4,-9,-7
5,-6,-5,37,23,5,-16,-5,-9
5,-4,-39,-61,-18,-9,-20,2,-3
5,-20,21,-21,-25,-19,18,-5,-6
5,-2,-6,-8,-3,-11,5,3,1
5,-3,3,-9,-13,4,-1,-2,-5
5,9,13,51,10,0,-10,-12,0
5,-9,-28,-23,-11,-9,10,-1,-9
5,-6,8,14,-2,0,3,5,-8
5,0,34,-11,-9,-4,10,16,14
5,-7,21,49,19,-14,-11,-8,-5
5,12,-27,-31,-19,6,-29,-14,-2
5,2,19,26,24,22,39,34,6
5,-10,19,48,11,6,-9,-9,-6
5,7,-8,6,9,0,7,6,3
5,-13,57,44,20,-3,-7,-3,7
5,2,-22,-51,-36,-20,-11,-12,-3
5,12,3,42,19,14,4,-12,-5
5,-6,-32,-91,-63,-18,-19,-6,0
5,4,-19,-1,25,6,25,8,5
5,-5,9,3,-11,3,-1,4,-2
5,-2,-9,-17,1,-5,-11,-9,-4
5,-6,7,15,1,-4,24,0,-5
5,7,16,27,13,22,-11,2,-1
5,0,33,-19,31,-3,-30,-22,1
5,-6,-12,-6,-24,-8,35,13,-1
5,-5,12,9,14,12,13,5,-1
5,7,-8,-33,-32,-17,-22,-2,4
5,-6,8,51,23,13,10,-19,1
5,1,-1,30,-8,-3,2,18,-5
5,3,1,7,17,0,-12,-5,0
5,-13,23,-10,-10,-12,10,0,-5
5,4,-11,7,-9,-2,-24,-14,-3
5,3,0,13,25,12,-20,-11,3
5,-9,7,22,16,20,40,21,3
5,1,35,35,-18,-26,-23,4,0
5,7,9,38,29,11,13,10,6
5,-12,-25,-36,-22,-20,-4,-7,-5
5,2,-9,-23,-9,-9,-7,10,4
5,11,12,72,38,17,-15,-18,-2
5,-1,-26,-25,-4,-6,24,19,7
5,4,15,-6,-16,7,0,-7,-4
5,6,4,-1,0,-2,-35,-33,3
5,-2,-33,-24,-2,-3,43,37,8
5,-5,7,-18,-19,-2,-9,5,0
5,5,-15,-17,13,0,-14,-6,-11
5,-4,10,32,10,5,23,10,8
5,-21,1,-8,8,10,-6,-3,-12
5,17,-2,24,0,0,1,-15,-14
5,-10,-32,-33,-9,-14,-7,-9,-12
5,11,40,48,31,13,-13,-7,4
5,1,-38,-42,-18,-5,9,8,-4
5,-3,-4,-6,-14,-1,-7,8,3
5,-3,12,52,4,-7,-3,2,1
5,-2,-1,-12,-8,-13,-14,-11,-8
5,3,-20,-22,-7,8,4,-4,6
5,11,-17,-7,11,4,-3,-2,1
5,-17,25,25,1,-3,6,4,2
5,8,4,11,-22,2,7,7,0
5,-8,-6,-34,-1,-12,-13,-6,-3
5,1,8,2,-5,3,1,-1,0
5,6,-15,-13,-3,-6,-3,-4,2
5,-6,-5,-27,-16,-2,2,5,-2
5,-3,-14,-29,-26,-1,1,-5,-1
5,-2,-2,-2,16,1,-8,-5,0
5,6,-1,-10,7,11,3,-6,6
5,-5,-1,-18,-8,-16,-7,5,-2
5,5,1,20,-2,-10,-8,0,1
5,-7,8,1,8,11,17,-2,-9
5,-5,2,-12,-14,2,0,16,6
5,3,0,-17,3,-4,1,-3,0
5,7,-15,37,25,10,13,9,5
5,-14,7,-3,-17,-14,-11,4,7
5,17,4,35,35,1,-7,-10,-5
5,-10,-12,-21,-28,-2,-5,-7,0
5,22,-36,6,7,8,0,0,-3
5,-40,42,22,23,7,0,5,0
5,-9,-31,-56,-24,-7,-2,-2,0
5,-14,22,47,17,1,1,-3,1
5,4,10,11,-6,-6,2,1,3
5,7,-35,-33,-25,-6,1,1,1
5,12,11,-16,10,11,4,5,11
5,-10,-1,-5,-1,2,-2,7,-7
5,-1,22,0,13,-2,-7,-13,-2
5,3,11,9,-10,0,-9,1,1
5,2,17,22,6,1,10,6,3
5,8,-7,-43,-47,-17,-9,-10,-9
5,-6,23,35,-7,-9,-50,-28,-11
5,21,-48,-42,-2,8,62,37,11
5,-24,-23,-40,-20,-13,-10,-21,-20
5,-8,13,12,26,9,14,17,4
5,-10,-15,-17,-5,-14,-25,-10,-1
5,13,-1,-29,-11,-1,-6,-20,-10
5,7,-15,-35,-39,-20,-15,-6,1
5,-6,-6,8,7,2,15,9,3
5,-2,2,-6,-9,1,4,-4,-1
5,3,-13,-43,-10,-12,-17,-7,-2
5,6,7,33,12,14,10,10,7
5,4,-47,-60,-11,-16,-8,-6,-3
5,-4,16,1,-9,6,15,9,9
5,-3,13,26,30,5,8,8,5
5,-11,9,-26,-27,-5,-4,-13,-12
5,2,-8,20,3,0,-21,-11,-9
5,-9,-10,-13,-7,0,30,24,8
5,4,-38,-19,-14,-12,-19,-15,-2
5,-6,4,13,1,-8,-6,7,-4
5,-6,11,6,14,5,5,-2,-2
5,-1,2,-21,5,8,3,-4,-3
5,1,15,44,24,5,-25,-13,0
5,-1,9,38,4,-4,11,-4,-4
5,13,-17,-16,-5,0,-1,7,18
5,5,6,-21,1,-6,2,-9,-8
5,-11,-7,19,-24,-21,-27,-19,-6
5,9,-29,-11,5,6,14,8,-6
5,-5,70,38,3,12,2,3,17
5,-5,4,15,27,5,6,8,-3
5,-6,1,-8,-8,-8,-9,-2,-2
5,0,1,25,0,-5,-10,-15,-8
5,8,-17,-10,-8,-10,-27,-21,-13
5,5,-17,-1,-20,-5,31,22,17
5,-6,21,17,16,11,12,7,1
5,5,-7,-19,15,4,-6,1,1
5,11,1,3,12,7,1,-4,-4
5,-6,3,9,12,-4,-13,-13,-13
5,6,-7,-17,-14,-13,6,13,4
5,4,-17,-4,2,8,10,15,9
5,-6,-13,1,-3,4,-5,-4,-7
5,-3,10,11,-13,-12,-17,-7,-6
5,3,33,46,20,9,12,11,10
5,-4,-25,-61,-22,-7,1,-5,-3
5,1,33,52,42,15,12,6,-2
5,-12,1,-25,-26,-8,-10,-6,1
5,7,4,18,17,10,-1,0,-3
5,-3,24,20,-1,-4,-15,-4,-1
5,2,-28,-10,8,-2,23,12,4
5,3,-13,-32,-11,0,2,-7,-3
5,8,-10,-25,-8,3,-7,4,8
5,4,12,-1,19,9,-7,-4,9
5,-5,1,4,-14,-13,21,2,-12
5,5,5,10,9,12,-1,1,-3
5,-17,-13,-26,-25,-17,-15,-14,-14
5,-3,10,16,7,0,3,8,2
5,1,-15,-13,3,-3,-15,-3,2
5,-7,15,11,-13,1,4,3,0
5,-8,11,6,-3,-2,8,1,-1
5,5,-2,13,2,-10,-13,1,5
5,3,-23,6,14,6,7,-4,-5
5,2,-20,-51,-4,7,6,1,2
5,-4,-26,-6,-6,-4,-7,-9,-4
5,4,44,37,19,7,2,7,5
5,-9,17,27,15,-1,-1,-1,0
5,1,-16,-44,-32,-16,1,2,-1
5,3,3,-6,3,8,-2,-5,0
5,5,4,12,-1,2,-6,1,-4
5,5,-6,-9,-24,-12,18,16,15
5,2,4,19,22,13,-11,-2,7
5,4,10,4,-3,-1,20,5,-3
5,-9,-2,11,7,3,4,-2,-4
5,8,-8,-23,-20,2,-20,-13,-2
5,-12,7,30,17,-12,-17,-12,-1
5,7,-9,-22,-19,-16,0,6,8
5,-5,0,-3,5,11,4,-7,-2
5,-3,-10,-15,16,20,4,6,-1
5,17,-3,24,5,-2,-8,-11,-1
5,-9,-2,9,22,5,-6,-3,-2
5,-11,-12,-37,-30,-17,4,3,-1
5,0,21,-7,-27,-11,-3,1,0
5,4,-9,14,24,15,2,0,-1
5,-3,-1,11,8,0,0,-2,-4
5,8,-34,-52,-27,-19,-13,-10,3
5,-16,2,-16,-9,-6,-9,-5,-8
5,1,6,24,15,7,-5,4,-3
5,11,-12,-11,-7,0,16,7,5
5,0,16,1,6,18,8,-3,-2
5,7,-12,2,-4,-2,-2,-4,-6
5,-9,12,4,-5,-15,-9,-6,1
5,4,2,1,-5,7,7,0,-6
5,5,5,32,14,-1,-4,-5,1
5,-8,-6,-13,-10,-10,-4,-6,-3
5,1,10,10,6,0,0,6,1
5,6,1,-4,0,11,9,10,5
5,-8,-4,6,7,2,6,5,-8
5,2,11,-14,7,-5,-13,-11,3
5,0,-14,-10,-20,-10,-4,-2,0
5,0,-17,-65,-17,-3,-10,-7,-5
5,-11,11,-2,0,-1,6,8,-2
5,-2,-6,14,-7,-5,-1,2,-1
5,-12,12,-13,12,14,5,0,-1
5,3,6,0,-3,-1,-5,0,1
5,6,10,-10,-14,-7,-2,-2,1
5,-10,8,6,2,-4,-9,-8,-9
5,5,-2,28,1,-1,9,6,-1
5,3,0,20,-3,-2,-4,-5,-1
5,-2,3,3,5,-1,-2,-2,-1
5,10,-13,-8,3,3,0,3,5
5,-11,13,6,0,-1,6,0,-1
5,0,-5,-9,-8,-4,-10,-7,-1
5,1,-20,-15,-12,-7,1,-2,2
5,-1,2,10,7,3,8,4,2
5,2,-11,-8,-7,-7,0,-3,-4
5,-4,-18,4,23,7,1,-2,-2
5,-9,9,25,-4,4,-11,-3,-2
5,7,-45,-35,-18,1,11,0,-3
5,-6,30,-19,1,-11,-11,-3,-3
5,-9,-28,-14,-4,-2,-16,-13,-4
5,-3,5,11,1,-6,25,14,-2
5,1,-5,-16,-16,-8,-6,3,6
5,1,-8,-17,-2,2,-9,-6,-2
5,-4,8,19,13,14,6,-11,-1
5,14,-8,-2,0,-8,-21,-12,2
5,-7,23,16,12,2,3,4,3
5,-5,-31,-22,-7,-11,1,0,-2
5,-3,26,1,-21,-7,11,3,0
5,-7,-30,-41,1,13,-1,-4,-8
5,-4,-4,0,9,-3,7,0,-3
5,11,-41,11,-14,-11,-8,-5,-1
5,-1,21,10,9,1,-13,-4,-1
5,-6,-11,10,11,1,3,-5,-5
5,-7,37,15,-9,-5,-10,-16,-3
5,-7,-15,-14,3,10,1,-5,-8
5,2,0,20,7,7,8,6,2
5,3,10,10,3,-7,-3,-4,4
5,0,-5,14,17,12,-14,-2,-4
5,3,26,-12,-14,4,20,14,9
5,-5,-2,17,-8,-7,4,5,0
5,0,19,-2,-17,-5,-19,-9,1
5,3,2,6,-4,-12,6,4,2
5,0,2,-9,15,19,13,3,1
5,-4,3,25,20,10,-2,4,-4
5,2,-12,-18,18,2,6,8,3
5,-9,3,46,-4,-12,-19,-12,-8
5,-9,-13,-20,-21,-6,-16,-9,-8
5,0,23,7,-3,10,32,26,15
5,8,-34,10,16,1,2,-3,-3
5,-3,4,-16,9,9,-11,0,1
5,4,2,-2,-5,-9,12,1,5
5,1,-14,-9,13,2,-25,-16,-10
5,-9,4,12,-9,-9,5,1,-9
5,-1,-31,-24,4,13,11,5,1
5,6,4,30,16,-2,-12,-3,-2
5,-1,8,-31,-17,-10,2,1,-1
5,-6,10,-26,-10,-3,7,3,2
5,0,-1,-9,-2,-2,-7,-4,-3
5,-1,7,13,-2,2,5,6,0
5,2,10,41,14,-8,-5,3,2
5,-2,-15,-60,-24,0,-1,5,4
5,5,-4,-5,-2,-4,1,-6,0
5,-4,2,-11,1,9,-4,4,0
5,0,10,26,8,-2,14,7,1
5,1,12,-9,-8,-1,-3,3,1
5,5,2,6,4,4,11,3,0
5,1,3,14,15,1,-9,-8,-3
5,-8,-31,-17,-14,-11,-12,-11,-8
5,-5,31,2,12,6,-7,-9,5
5,9,1,-49,-22,-11,-1,14,2
5,-16,40,27,5,6,3,-5,-1
5,-8,3,3,3,-1,8,12,-2
5,3,5,17,6,4,5,1,5
5,7,15,19,14,11,-4,-2,8
5,10,-9,6,2,-2,6,8,7
5,2,-10,-26,-9,-2,-14,-15,-6
5,-15,13,20,0,1,0,3,-1
5,-5,-5,4,0,-2,-1,-6,-7
5,3,-7,6,5,3,-1,2,6
5,-1,-24,-15,-6,-6,-6,-8,-3
5,15,-34,6,7,-6,-6,-6,-3
5,-4,10,25,-8,3,4,0,-2
5,-18,23,-12,-16,-7,-1,-9,-4
5,7,3,-11,-15,-5,-3,-2,1
5,-10,17,55,14,2,3,1,-5
5,4,4,9,25,6,-3,-2,-1
5,4,-7,0,-6,4,-2,5,-6
5,-1,1,-17,-6,-7,3,-5,8
5,6,20,5,7,9,2,4,4
5,-3,-22,-15,-18,-15,-8,10,0
5,7,14,28,30,18,27,11,4
5,-2,0,-12,6,8,-6,-10,-6
5,1,-17,-2,-3,-7,2,-7,-3
5,1,-15,-8,-24,-10,-1,-10,-8
5,-4,11,-19,-10,-11,-6,-1,-4
5,8,6,1,4,0,-11,0,6
5,-10,-17,-6,5,-5,-5,-8,-8
5,-9,4,-9,8,11,-3,-13,-1
5,14,-17,19,6,1,8,6,9
5,-23,16,3,4,3,0,-4,-9
5,3,-11,-10,-17,-11,-4,5,0
5,-10,-1,24,-1,-15,-5,-6,-4
5,-1,-19,6,11,2,-18,-17,-4
5,2,11,4,7,15,28,23,6
5,2,-4,0,-7,-4,-6,-9,-2
5,-7,13,10,11,1,6,9,-3
5,0,-12,-13,-14,-6,-3,0,1
5,5,1,34,13,4,-3,0,3
5,-3,12,11,-4,-4,-10,-4,-1
5,9,3,-3,-15,-4,10,-3,-3
5,-2,-2,-20,-10,-12,-3,2,-4
5,-3,-13,-17,-11,3,3,-7,-5
5,8,-13,-14,-2,2,0,2,5
5,-1,8,-13,-10,-5,-9,-6,-2
5,-5,-8,-25,-7,-11,-21,-10,-2
5,-3,35,37,-3,-8,9,4,-3
5,-10,-4,12,12,5,2,1,-2
5,-1,15,10,9,7,-1,0,5
5,4,8,7,-4,-2,4,-7,-2
5,6,-31,-17,-13,-6,-11,-5,-1
5,-8,45,30,6,4,6,0,-5
5,-4,-1,5,7,0,0,1,2
5,-3,-13,-27,1,-3,0,1,0
5,2,-4,-18,-3,1,-5,4,1
5,6,1,19,5,5,13,-1,-3
5,-4,-30,-73,-8,1,5,9,2
5,-1,0,17,15,11,4,2,-2
5,6,-10,-6,-25,-21,-18,-17,-7
5,1,-9,-26,-17,1,0,11,1
5,0,13,30,20,-4,-14,-17,0
5,1,-9,9,8,-2,9,12,0
5,-5,-3,-10,1,-4,-7,-12,-6
5,0,-9,-9,1,5,11,14,2
5,0,-2,9,4,4,-7,5,1
5,-3,-5,-6,-7,-6,-11,-15,-3
5,-3,-3,-5,-2,-3,9,7,-1
5,0,-2,-3,-6,-7,-10,-8,0
5,3,-19,-21,-7,-4,2,0,-1
5,-3,-12,2,-13,0,4,4,-4
5,-9,14,2,10,3,-3,2,1
5,6,-2,15,29,9,1,2,4
5,-6,-23,-30,-29,-12,1,2,-3
5,9,3,-14,-3,0,4,2,1
5,-9,-12,-13,-13,-6,-8,-7,-5
5,-1,-20,-15,9,2,-3,-2,-2
5,0,18,13,-6,-7,-5,-7,-2
5,-3,22,16,-19,0,2,1,0
5,3,-2,21,22,0,-4,3,2
5,1,1,-17,-5,-1,3,0,1
5,-4,1,21,10,11,4,5,1
5,-2,-7,-26,-7,1,-1,-3,-1
5,2,10,9,-15,-12,-16,-8,2
5,-9,-7,-2,-8,-3,5,10,-4
5,-4,-8,-17,-17,-9,-4,-13,-15
5,-7,-15,5,-2,-6,-3,-13,-4
5,5,-6,-15,6,14,5,0,-2
5,8,8,-11,-10,-10,-11,6,24
5,-5,-3,12,-8,4,5,-3,-15
5,-7,3,-17,0,-3,-3,3,2
5,-3,-8,-4,15,8,-2,-4,-2
5,-9,-22,-3,-5,-1,1,-4,-6
5,9,3,-19,-8,-3,-2,6,15
5,-3,-7,15,0,5,9,2,-8
5,-9,4,14,3,-4,-1,4,2
5,3,14,15,-4,-2,-1,1,-2
5,-7,11,12,10,0,-12,-3,-2
5,4,-3,3,5,-6,7,14,5
5,3,-2,-15,-3,17,19,9,7
5,-1,-3,18,-2,-6,-13,-1,-10
5,1,5,14,25,6,12,-1,1
5,4,11,3,0,-7,-8,2,5
5,-4,-11,-14,-10,-5,0,-1,-1
5,-6,8,-25,-6,-3,-1,-9,-3
5,-4,2,2,-4,-2,-4,-1,4
5,1,7,22,12,-2,-7,-3,0
5,3,1,-23,9,-3,7,0,2
5,-9,-11,-10,-6,1,-12,-16,-20
5,2,2,16,5,4,14,13,8
5,-1,-5,-8,1,6,2,-2,2
5,-1,4,-3,-18,-23,-22,-4,-7
5,6,1,-2,5,4,-5,-7,3
5,6,2,-2,-3,2,12,11,3
5,4,10,21,-2,8,2,2,-1
5,-4,-7,11,26,12,9,5,-1
5,-2,6,30,1,-6,-5,-6,-3
5,-2,-5,-11,-5,-5,-7,-4,-1
5,-1,-4,-19,3,-7,-15,-7,2
5,3,8,30,-3,-8,7,6,-5
5,-1,1,-21,-10,3,8,-2,-4
5,3,8,10,10,11,-1,1,3
5,-7,-17,-24,-16,-11,-9,-5,-3
5,-5,17,9,-15,0,4,4,3
5,3,0,-7,-4,-3,0,3,2
5,-3,-13,-11,-2,-4,3,0,-3
5,2,5,9,8,6,0,-5,-3
5,-4,-10,-17,-7,-4,-12,-12,-9
5,-5,-24,-28,-15,-6,0,-1,4
5,-4,-1,-6,-5,1,-5,2,-6
5,4,0,15,-4,2,9,9,5
5,-1,-9,-16,-9,-3,-2,1,3
5,0,6,4,-15,-4,5,2,-3
5,2,3,20,5,-5,-5,-5,1
5,-6,-15,-3,3,-5,-1,-2,-3
5,3,3,1,-5,-2,-11,-2,4
5,-2,5,6,3,5,19,16,3
5,0,-27,-52,-7,-9,-9,-2,-1
5,-4,5,10,2,3,8,-3,-4
5,5,5,30,8,5,0,4,7
5,-2,-2,-16,0,-6,-11,-11,-4
5,-4,22,22,5,-1,0,-2,-1
5,-3,-15,-14,7,8,7,6,3
5,-3,-4,-12,-4,-1,1,-1,-5
5,3,9,33,19,2,-4,0,3
5,-2,3,7,-13,-9,-3,-15,-9
5,-2,-7,-29,-5,-6,-6,-1,-6
5,-1,8,20,7,9,6,2,2
5,5,-4,-39,-5,-2,0,-5,-3
5,2,-8,-2,-9,-3,-5,-1,8
5,-12,3,14,2,-5,0,-5,-11
5,6,4,-13,5,8,2,1,0
5,-6,-16,-10,-3,1,-3,0,-3
5,5,2,2,9,8,3,5,6
5,2,5,-2,-14,-16,-12,-5,3
5,0,-4,-3,1,-5,7,3,-3
5,-3,3,9,-2,0,-4,1,1
5,-2,1,3,4,8,4,-4,-4
5,3,0,3,6,5,5,-1,-1
5,-3,-4,0,-2,-2,-1,-2,-4
5,-4,-9,-15,7,-2,-6,-4,-1
5,-2,5,4,-6,-6,6,3,-2
5,2,-8,-9,-5,-2,-5,0,1
5,0,-8,-18,-1,-3,-4,-5,0
5,-2,8,-4,-16,-7,-2,-2,-1
5,-5,-10,-19,-7,3,7,2,-1
5,1,4,-3,-7,-2,-3,-1,1
5,-1,-11,-22,-9,-9,-7,-4,-1
5,-1,18,27,17,14,11,7,1
5,-3,-6,-14,-15,-8,-9,-3,-3
5,1,4,-7,-7,-4,1,-2,-4
5,0,3,2,-5,-3,-1,-2,1
5,-3,-18,-9,4,7,-1,-3,-1
5,2,-4,8,16,-1,-2,3,-1
5,-2,7,0,13,7,-11,-11,-2
5,3,10,28,11,3,16,9,3
5,-3,-5,-10,-12,-2,6,4,0
5,3,10,18,4,-2,-4,-7,-5
5,1,15,34,13,10,3,4,2
5,-1,-22,-40,-5,-2,-15,-4,1
5,3,8,29,14,5,2,3,2
5,-4,2,13,11,-1,-3,-6,1
5,4,6,15,3,-4,1,5,-3
5,-4,-4,-18,-14,-4,-3,-7,-5
5,4,2,-6,-9,-2,2,2,2
5,-5,-9,4,-3,2,-6,0,2
5,1,-2,-8,-10,-17,-4,-1,0
5,-6,10,32,13,12,5,2,-2
5,1,-15,-29,-16,-2,-2,-1,4
5,-2,3,-21,-10,-3,0,-3,-7
5,-2,-9,-13,4,2,8,3,0
5,-5,-26,-33,-8,-8,-14,-10,-5
5,5,3,8,1,-11,-9,-3,3
5,2,-2,0,-7,-3,18,10,-1
5,-1,5,-2,-4,6,5,8,5
5,0,7,8,3,-2,-9,-5,-1
5,9,6,9,16,16,9,2,6
5,-5,-3,-2,-1,0,13,12,-2
5,1,-6,-12,-7,-6,-7,-8,-2
5,0,13,29,1,-5,-5,-3,-2
5,0,5,5,3,2,-10,-5,4
5,-3,-18,-28,-10,1,0,1,-3
5,2,12,27,4,4,2,0,1
5,0,0,-31,-22,-1,3,4,-1
5,-13,-5,23,-2,-8,-4,-8,-10
5,5,10,21,10,-4,-9,-4,2
5,-8,-36,-52,-20,-7,-5,-2,-2
5,4,2,16,2,4,6,0,0
5,-2,2,11,11,-6,-4,-1,-3
5,0,5,1,3,-3,-4,-2,2
5,-2,-3,0,8,10,2,0,1
5,-1,10,28,12,-6,-9,-5,-3
5,-4,-14,-33,-8,-1,13,8,0
5,1,-3,-8,-2,-2,-9,-7,-1
5,-2,-12,-7,8,-3,-3,-2,-2
5,-2,0,-1,-3,5,8,5,-5
5,1,7,2,-3,-1,3,2,-1
5,2,2,-5,-4,-1,-12,-8,-1
5,0,9,20,-4,-5,9,-10,-7
5,0,0,0,11,7,-1,2,2
5,-1,0,18,-1,-5,-7,-3,-5
5,3,1,-6,6,4,0,1,2
5,-4,-1,-5,-8,-4,-8,-5,1
5,1,4,17,1,-5,1,-1,0
5,-5,-10,-36,-6,-4,-1,-5,-4
5,2,5,1,12,3,-9,-7,-1
5,1,-9,0,10,2,7,9,0
5,-1,-5,-17,-9,-8,1,-1,2
5,2,2,-19,-9,-3,-6,-3,1
5,3,-3,-3,2,-1,0,7,3
5,-5,2,3,-4,2,-5,-6,-3
5,4,4,-2,6,-1,-1,-1,2
5,2,14,35,1,-2,4,14,0
5,-2,-8,-20,-7,5,3,-9,-1
5,-4,8,15,3,-5,-4,-1,-6
5,-3,-9,9,0,3,3,-2,-2
5,1,-2,-1,-2,-5,-11,-5,-2
5,1,3,13,-1,-6,9,8,1
5,-1,4,-3,-6,-1,-5,0,0
5,-2,-11,-19,-6,7,2,3,1
5,-1,1,7,1,-5,-2,-4,-2
5,2,5,23,13,5,7,5,1
5,-2,-9,-14,1,10,6,3,3
5,-1,-1,-5,11,1,3,5,-1
5,-3,-7,-3,-13,-8,-11,-10,-7
5,0,9,22,6,1,3,1,0
5,2,-7,-30,-11,-5,-4,1,0
5,-6,-7,16,-2,-10,-5,-4,-3
5,3,5,0,16,11,5,1,5
5,-7,-13,-13,-16,-8,-2,3,-3
5,-5,-13,10,4,-1,-5,-8,-3
5,4,10,2,-5,-4,-1,1,3
5,-1,5,0,-2,0,3,8,1
5,-1,-1,17,4,5,3,-1,-1
5,-3,-3,-12,-14,-4,-6,-4,0
5,-2,-3,4,14,1,-13,-7,-6
5,-1,-6,-10,-6,2,19,11,3
